ticker,valuation_date,latest_spot,risk_free_rate,dividend_yield,history_start,history_end,selected_expiries
GOOG,2026-04-03,294.4599914550781,0.0371,0.0,2024-01-01,2026-04-03,"2026-04-10, 2026-05-01, 2026-06-18, 2026-09-18, 2027-03-19"
