contractsymbol,lasttradedate,strike,lastprice,bid,ask,change,percentchange,volume,openinterest,impliedvolatility,inthemoney,contractsize,currency,option_type,ticker,expiration,valuation_date,mid,days_to_expiry,ttm,spot,moneyness,spread,spread_over_mid,trade_age_days,log_moneyness,maturity_bucket,iv_model,moneyness_flag,oos_flag,sample,iv_engine,price_bsm,delta_bsm,price_crr,delta_crr,price_lsm,eep_crr,eep_lsm
GOOG260410C00295000,2026-04-02 19:59:00,295.0,4.45,4.4,4.6,-1.3500004,-23.27587,2113.0,1536,0.2795482202148437,False,REGULAR,USD,call,GOOG,2026-04-10,2026-04-03,4.5,7,0.019178082191780823,294.4599914550781,1.0018338944528709,0.1999999999999993,0.04444444444444429,1,0.0018322149215140434,weekly,0.28650576307658704,atm,False,calibration,0.28468212805781185,4.47033386591329,0.496523334645181,4.474749987839081,0.49745419731796,4.447528663462927,0.0044161219257912165,-0.022805202450362216
GOOG260410C00297500,2026-04-02 19:58:28,297.5,3.21,3.1,3.4,-1.29,-28.666666,872.0,484,0.2727123510742187,False,REGULAR,USD,call,GOOG,2026-04-10,2026-04-03,3.25,7,0.019178082191780823,294.4599914550781,1.0103240122024715,0.2999999999999998,0.09230769230769226,1,0.010271083567378691,weekly,0.27679209114727116,otm,False,calibration,0.2765952513512919,3.246881594344515,0.4088837707192631,3.245371116293523,0.4088449986201555,3.181817885907801,-0.0015104780509922477,-0.06506370843671405
GOOG260410C00300000,2026-04-02 19:59:53,300.0,2.3,2.22,2.3,-1.1000001,-32.352943,2461.0,3920,0.25879647460937505,False,REGULAR,USD,call,GOOG,2026-04-10,2026-04-03,2.26,7,0.019178082191780823,294.4599914550781,1.018814129952072,0.07999999999999963,0.035398230088495415,1,0.018639333237895322,weekly,0.2694275343962727,otm,False,calibration,0.2701310253015637,2.2702899337459,0.3225669434285161,2.2747810588113984,0.32459700534927616,2.2221906712193737,0.004491125065498203,-0.04809926252652641
GOOG260410C00302500,2026-04-02 19:59:20,302.5,1.51,1.46,1.55,-0.8399999,-35.74468,6846.0,794,0.2533033654785156,False,REGULAR,USD,call,GOOG,2026-04-10,2026-04-03,1.505,7,0.019178082191780823,294.4599914550781,1.0273042477016727,0.09000000000000008,0.0598006644518273,1,0.026938136052590437,weekly,0.2633700613405674,otm,False,calibration,0.26555138691667807,1.5328179152838857,0.24359668968774945,1.5326697162351113,0.2468450635503532,1.4762877301537316,-0.00014819904877438894,-0.056530185130154065
GOOG260410C00305000,2026-04-02 19:59:52,305.0,0.97,0.94,1.0,-0.8399999,-46.408836,1564.0,3108,0.2486647399902344,False,REGULAR,USD,call,GOOG,2026-04-10,2026-04-03,0.97,7,0.019178082191780823,294.4599914550781,1.0357943654512733,0.06000000000000005,0.06185567010309284,1,0.03516863518910593,weekly,0.2595542477832481,otm,False,calibration,0.26296304798424286,1.0058419254929234,0.17670657939567536,1.0053016033822575,0.17933572672693468,0.9487561666222943,-0.0005403221106659029,-0.057085758870629055
GOOG260410C00307500,2026-04-02 19:58:15,307.5,0.63,0.58,0.67,-0.56000006,-47.058826,578.0,590,0.2507399145507812,False,REGULAR,USD,call,GOOG,2026-04-10,2026-04-03,0.625,7,0.019178082191780823,294.4599914550781,1.044284483200874,0.09000000000000008,0.14400000000000013,1,0.04333194582826689,weekly,0.2596169055469371,otm,False,calibration,0.26228594974278896,0.6471224734419536,0.1239995479311411,0.6483889233376524,0.12726739305166762,0.6340846727310204,0.0012664498956987957,-0.01303780071093319
GOOG260410C00310000,2026-04-02 19:58:39,310.0,0.39,0.38,0.4,-0.48000002,-55.172413,1075.0,2517,0.247077841796875,False,REGULAR,USD,call,GOOG,2026-04-10,2026-04-03,0.39,7,0.019178082191780823,294.4599914550781,1.0527746009504746,0.020000000000000018,0.05128205128205133,1,0.05142915606088628,weekly,0.2598012751267836,otm,True,oos,0.26329057992624005,0.41183970696949856,0.08491501847529381,0.40878001714067663,0.0872575990631534,0.4034623829856776,-0.003059689828821932,-0.008377323983820961
GOOG260410C00312500,2026-04-02 19:59:10,312.5,0.25,0.23,0.27,-0.32999998,-56.89655,768.0,331,0.2524488818359375,False,REGULAR,USD,call,GOOG,2026-04-10,2026-04-03,0.25,7,0.019178082191780823,294.4599914550781,1.061264718700075,0.04000000000000001,0.16000000000000003,1,0.05946132775815035,weekly,0.2632480032113707,otm,True,oos,0.2656743333517997,0.26122521986576075,0.05723478856972943,0.26129311237618436,0.059626666222994014,0.2524821567635388,6.789251042360611e-05,-0.008743063102221948
GOOG260410C00315000,2026-04-02 19:59:51,315.0,0.18,0.15,0.17,-0.22,-55.0,1422.0,1304,0.25489026367187506,False,REGULAR,USD,call,GOOG,2026-04-10,2026-04-03,0.16,7,0.019178082191780823,294.4599914550781,1.0697548364496756,0.020000000000000018,0.1250000000000001,1,0.06742949740732725,weekly,0.26732750183972864,otm,True,oos,0.26912503784839054,0.1660240792106027,0.038238621644685625,0.16518217828197193,0.03972019076736562,0.16297935991951437,-0.0008419009286307622,-0.0030447192910883214
GOOG260410C00317500,2026-04-02 19:59:42,317.5,0.12,0.1,0.12,-0.15,-55.555557,494.0,476,0.26270268554687504,False,REGULAR,USD,call,GOOG,2026-04-10,2026-04-03,0.11,7,0.019178082191780823,294.4599914550781,1.0782449541992762,0.01999999999999999,0.18181818181818174,1,0.07533467691444054,weekly,0.27496653341569977,otm,True,oos,0.2733671011274722,0.10608603682932483,0.025454566829055728,0.10454823740745471,0.02679176526249932,0.10780552367291553,-0.0015377994218701146,0.0017194868435907035
GOOG260410C00320000,2026-04-02 19:51:27,320.0,0.08,0.07,0.09,-0.11,-57.894737,1062.0,1468,0.27295648925781246,False,REGULAR,USD,call,GOOG,2026-04-10,2026-04-03,0.08,7,0.019178082191780823,294.4599914550781,1.0867350719488769,0.01999999999999999,0.24999999999999986,1,0.08317785437546646,weekly,0.284663771980785,otm,True,oos,0.2781753492839096,0.06827587551037517,0.01694251903399988,0.06762574101609423,0.01800716232642627,0.06773386271007767,-0.0006501344942809462,-0.0005420128002975033
GOOG260410P00255000,2026-04-02 18:58:20,255.0,0.07,0.06,0.09,-0.07,-50.0,361.0,486,0.44336494140625,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,0.075,7,0.019178082191780823,294.4599914550781,0.8659920104592612,0.03,0.4,1,-0.14387959625987967,weekly,0.46786330162342954,otm,True,oos,0.4635174817829926,0.07388210434868148,-0.011167062826499485,0.07286294061081856,-0.011520335896771752,0.07183245549792014,-0.0010191637378629131,-0.0020496488507613375
GOOG260410P00260000,2026-04-02 19:51:42,260.0,0.11,0.11,0.13,-0.120000005,-52.173912,262.0,891,0.41309180664062495,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,0.12,7,0.019178082191780823,294.4599914550781,0.8829722459584625,0.020000000000000004,0.1666666666666667,1,-0.12446151040277803,weekly,0.440696742522636,otm,True,oos,0.44165005826662923,0.12662304810268576,-0.018893111164752785,0.12619762033034795,-0.019226525957432145,0.12789888534136687,-0.0004254277723378108,0.0012758372386811045
GOOG260410P00265000,2026-04-02 19:50:13,265.0,0.21,0.19,0.22,-0.14,-40.0,531.0,823,0.39160764648437496,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,0.20500000000000002,7,0.019178082191780823,294.4599914550781,0.8999524814576637,0.03,0.14634146341463414,1,-0.1054133154320835,weekly,0.4157367488856184,otm,True,oos,0.4193295557404457,0.21587093294558102,-0.03168818189035738,0.2146854292303334,-0.032782937197266174,0.2078282865607957,-0.0011855037152476156,-0.008042646384785329
GOOG260410P00267500,2026-04-02 19:47:13,267.5,0.29,0.18,0.3,-0.17000002,-36.956524,54.0,251,0.3842835009765625,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,0.24,7,0.019178082191780823,294.4599914550781,0.9084425992072642,0.12,0.5,1,-0.09602357508224457,weekly,0.39792913942730984,otm,True,oos,0.4079966589213673,0.28138279635340346,-0.04090022196170773,0.2783281404202953,-0.04182885966693855,0.2747858902051171,-0.0030546559331081635,-0.006596906148286341
GOOG260410P00270000,2026-04-02 19:59:26,270.0,0.35,0.35,0.37,-0.21000001,-37.5,1246.0,925,0.36914693359375,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,0.36,7,0.019178082191780823,294.4599914550781,0.9169327169568648,0.020000000000000018,0.05555555555555561,1,-0.08672118241993103,weekly,0.39469589811924477,otm,True,oos,0.39655241664456686,0.36641530069135264,-0.0526634793172811,0.36512087601418364,-0.05340750409459001,0.36165642394795744,-0.0012944246771690038,-0.004758876743395202
GOOG260410P00272500,2026-04-02 19:59:25,272.5,0.47,0.45,0.49,-0.29999998,-38.961037,273.0,516,0.35986968261718744,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,0.47,7,0.019178082191780823,294.4599914550781,0.9254228347064655,0.03999999999999998,0.08510638297872336,1,-0.077504527315007,weekly,0.3852826904756407,otm,True,oos,0.3850046075124902,0.47672076312341716,-0.06763368067220787,0.47689771273687714,-0.06828258693216457,0.4681042284357275,0.00017694961345998683,-0.008616534687689636
GOOG260410P00275000,2026-04-02 19:59:14,275.0,0.61,0.6,0.66,-0.31,-33.695652,545.0,1442,0.3523013989257812,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,0.63,7,0.019178082191780823,294.4599914550781,0.9339129524560661,0.06000000000000005,0.09523809523809532,1,-0.06837204375173445,weekly,0.3742585199202665,otm,True,oos,0.37336770816285214,0.6197308455469575,-0.08660814881029555,0.6211067704543238,-0.0873696104791756,0.6152698329665249,0.001375924907366377,-0.004461012580432522
GOOG260410P00277500,2026-04-02 19:59:14,277.5,0.83,0.78,0.88,-0.27000004,-24.545458,481.0,313,0.3442448388671875,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,0.8300000000000001,7,0.019178082191780823,294.4599914550781,0.9424030702056667,0.09999999999999998,0.12048192771084333,1,-0.05932220823181651,weekly,0.3657719280453535,otm,True,oos,0.3616656018889979,0.8050250503865257,-0.11053772802516071,0.8074172987829332,-0.11169978913018609,0.7834413148097409,0.0023922483964075036,-0.021583735576784835
GOOG260410P00280000,2026-04-02 19:57:53,280.0,1.13,1.0,1.13,-0.35000002,-23.64865,1509.0,1459,0.3327703442382813,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,1.065,7,0.019178082191780823,294.4599914550781,0.9508931879552672,0.1299999999999999,0.12206572769953042,1,-0.0503535382490562,weekly,0.3510472047374706,otm,True,oos,0.3499356809798613,1.044900765204062,-0.14052378401910026,1.048081724243492,-0.14234984005006415,0.9960483960091414,0.0031809590394300535,-0.04885236919492064
GOOG260410P00282500,2026-04-02 19:59:50,282.5,1.38,1.17,1.57,-0.49,-26.203209,255.0,446,0.3314275842285156,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,1.37,7,0.019178082191780823,294.4599914550781,0.9593833057048679,0.40000000000000013,0.2919708029197081,1,-0.04146459083181015,weekly,0.3403106043489689,otm,False,calibration,0.33823498149859005,1.3550326276526903,-0.17778467164528333,1.3582113495878168,-0.18033593374922405,1.2936574541661097,0.0031787219351264717,-0.061375173486580614
GOOG260410P00285000,2026-04-02 19:59:52,285.0,1.8,1.61,1.85,-0.55999994,-23.728811,853.0,887,0.3090889404296875,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,1.73,7,0.019178082191780823,294.4599914550781,0.9678734234544685,0.24,0.13872832369942195,1,-0.032653961149655235,weekly,0.3229990701513161,otm,False,calibration,0.3266480565278618,1.7551482145549784,-0.223565391984605,1.7558914314972418,-0.22647573923631048,1.7152271213391184,0.0007432169422634249,-0.039921093215860015
GOOG260410P00287500,2026-04-02 19:59:33,287.5,2.4,2.3,2.47,-0.4699998,-16.3763,765.0,381,0.3043282458496094,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,2.385,7,0.019178082191780823,294.4599914550781,0.9763635412040691,0.17000000000000037,0.07127882599580729,1,-0.02392028118090061,weekly,0.32368377690982736,otm,False,calibration,0.31529597774876283,2.2695288150586492,-0.27895243395893365,2.272877073349989,-0.28123678889012155,2.23156355938488,0.0033482582913397785,-0.03796525567376907
GOOG260410P00290000,2026-04-02 19:59:07,290.0,3.06,3.0,3.15,-0.61000013,-16.621258,1156.0,1578,0.29383030395507803,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,3.075,7,0.019178082191780823,294.4599914550781,0.9848536589536697,0.1499999999999999,0.048780487804878016,1,-0.015262218437786003,weekly,0.313103058078408,otm,False,calibration,0.30435265353423047,2.9270564323525576,-0.34455503303952795,2.9384727326494513,-0.3466601642807459,2.8867739342012264,0.011416300296893667,-0.040282498151331225
GOOG260410P00292500,2026-04-02 19:59:50,292.5,3.84,3.8,4.0,-0.6600001,-14.666669,2512.0,791,0.2838206384277343,False,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,3.9,7,0.019178082191780823,294.4599914550781,0.9933437767032702,0.20000000000000018,0.05128205128205133,1,-0.006678474746394621,weekly,0.30076881725118365,otm,False,calibration,0.2940491962246272,3.759939193600829,-0.42002193974198354,3.7689590916407516,-0.42334958779066933,3.7489383839666925,0.009019898039922758,-0.0110008096341363
GOOG260410P00295000,2026-04-02 19:59:36,295.0,4.93,4.85,5.05,-0.62000036,-11.171177,593.0,873,0.2742992492675781,True,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,4.949999999999999,7,0.019178082191780823,294.4599914550781,1.0018338944528709,0.20000000000000018,0.04040404040404045,1,0.0018322149215140434,weekly,0.29286300810835286,atm,False,calibration,0.28468212805781185,4.800522543275292,-0.503476665354819,4.817551071915355,-0.5043664719149324,4.778322595630095,0.0170285286400631,-0.022199947645197504
GOOG260410P00297500,2026-04-02 19:54:11,297.5,6.35,6.0,6.5,-0.5100002,-7.4344053,83.0,180,0.27625235473632803,True,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,6.25,7,0.019178082191780823,294.4599914550781,1.0103240122024715,0.5,0.08,1,0.010271083567378691,weekly,0.2869900686430318,itm,False,calibration,0.2765952513512919,6.075292137235692,-0.5911162292807369,6.0917428616351925,-0.5934891370802454,5.982077499956169,0.01645072439950024,-0.09321463727952306
GOOG260410P00300000,2026-04-02 19:55:06,300.0,7.95,7.25,8.0,-0.32999992,-3.9855063,700.0,1801,0.2690502783203125,True,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,7.625,7,0.019178082191780823,294.4599914550781,1.018814129952072,0.75,0.09836065573770492,1,0.018639333237895322,weekly,0.26974347804315296,itm,False,calibration,0.2701310253015637,7.596922342166238,-0.6774330565714839,7.62662654450157,-0.6786467469061085,7.506293197330507,0.02970420233533222,-0.09062914483573081
GOOG260410P00302500,2026-04-02 19:56:51,302.5,9.58,8.95,10.05,0.5799999,6.4444437,46.0,76,0.28613995117187496,True,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,9.5,7,0.019178082191780823,294.4599914550781,1.0273042477016727,1.1000000000000014,0.11578947368421068,1,0.026938136052590437,weekly,0.2727400757002142,itm,False,calibration,0.26555138691667807,9.357672189233398,-0.7564033103122505,9.392864575241175,-0.7574248985416129,9.329248651095531,0.03519238600777719,-0.0284235381378668
GOOG260410P00305000,2026-04-02 19:59:39,305.0,11.48,11.0,12.2,-0.12000084,-1.0344899,5.0,177,0.30286341674804684,True,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,11.6,7,0.019178082191780823,294.4599914550781,1.0357943654512733,1.1999999999999993,0.10344827586206891,1,0.03516863518910593,weekly,0.2839189643629325,itm,False,calibration,0.26296304798424286,11.32891806497156,-0.8232934206043246,11.375795059598431,-0.825987552183452,11.345875938624078,0.04687699462687078,0.016957873652517108
GOOG260410P00307500,2026-04-01 19:13:02,307.5,13.95,13.25,14.7,0.5999994,4.4943776,1.0,36,0.34229173339843744,True,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,13.975,7,0.019178082191780823,294.4599914550781,1.044284483200874,1.4499999999999993,0.10375670840787116,2,0.04333194582826689,weekly,0.3103099197388821,itm,False,calibration,0.26228594974278896,13.46842047844973,-0.8760004520688589,13.531809876857153,-0.8792834407190909,13.587413545073467,0.06338939840742341,0.11899306662373732
GOOG260410P00310000,2026-04-02 18:55:12,310.0,16.55,14.95,18.3,0.34999847,2.1604843,5.0,141,0.4664359997558594,True,REGULAR,USD,put,GOOG,2026-04-10,2026-04-03,16.625,7,0.019178082191780823,294.4599914550781,1.0527746009504746,3.3500000000000014,0.20150375939849632,1,0.05142915606088628,weekly,0.36318948465168427,itm,True,oos,0.26329057992624005,15.731359577506453,-0.9150849815247062,15.80812954667281,-0.9204653885678502,15.847652498365973,0.07676996916635659,0.11629292085951981
GOOG260501C00255000,2026-04-01 17:54:07,255.0,44.65,40.55,43.5,0.0,0.0,10.0,11,0.5496871203613283,True,REGULAR,USD,call,GOOG,2026-05-01,2026-04-03,42.025,28,0.07671232876712329,294.4599914550781,0.8659920104592612,2.950000000000003,0.07019631171921482,2,-0.14387959625987967,short,0.4391121873850852,itm,True,oos,0.4505152581149112,42.194310199001166,0.8921923790531603,42.19066520251131,0.8912187449867375,41.862487167250904,-0.0036449964898537246,-0.33182303175026107
GOOG260501C00260000,2026-04-01 19:39:12,260.0,38.0,35.5,39.05,0.0,0.0,1.0,24,0.5258836474609375,True,REGULAR,USD,call,GOOG,2026-05-01,2026-04-03,37.275,28,0.07671232876712329,294.4599914550781,0.8829722459584625,3.549999999999997,0.09523809523809516,2,-0.12446151040277803,short,0.41082992388743383,itm,True,oos,0.437762635607433,37.73131293406365,0.8666314268252886,37.73285355595899,0.8650265463671964,37.37754239339498,0.001540621895337324,-0.35377054066866975
GOOG260501C00265000,2026-04-02 14:26:35,265.0,32.0,32.65,34.6,13.65,74.38692,1.0,27,0.49847913635253904,True,REGULAR,USD,call,GOOG,2026-05-01,2026-04-03,33.625,28,0.07671232876712329,294.4599914550781,0.8999524814576637,1.9500000000000028,0.05799256505576217,1,-0.1054133154320835,short,0.4365267205208665,itm,True,oos,0.42541705949983666,33.39845749423296,0.8358904535260494,33.40358528104477,0.8335288240243333,32.95547744740932,0.0051277868118120296,-0.4429800468236351
GOOG260501C00270000,2026-04-01 14:06:20,270.0,27.9,27.4,30.15,0.0,0.0,1.0,42,0.46747358703613284,True,REGULAR,USD,call,GOOG,2026-05-01,2026-04-03,28.775,28,0.07671232876712329,294.4599914550781,0.9169327169568648,2.75,0.0955690703735882,2,-0.08672118241993103,short,0.3935768193527275,itm,True,oos,0.4135497141243858,29.22496891549187,0.7993321088786429,29.232412684760114,0.796217059235375,28.672978845750816,0.007443769268242306,-0.5519900697410556
GOOG260501C00275000,2026-04-02 13:44:25,275.0,21.35,23.95,26.25,-4.6499996,-17.884613,1.0,161,0.4529473651123047,True,REGULAR,USD,call,GOOG,2026-05-01,2026-04-03,25.1,28,0.07671232876712329,294.4599914550781,0.9339129524560661,2.3000000000000007,0.0916334661354582,1,-0.06837204375173445,short,0.3965761757571467,itm,True,oos,0.4022360992851065,25.244227125618835,0.7564605194367018,25.252716848469092,0.7528238185111076,24.753174093007814,0.008489722850256953,-0.4910530326110205
GOOG260501C00280000,2026-04-02 14:33:42,280.0,21.0,20.3,22.35,-1.8999996,-8.296942,34.0,145,0.43201251586914063,True,REGULAR,USD,call,GOOG,2026-05-01,2026-04-03,21.325000000000003,28,0.07671232876712329,294.4599914550781,0.9508931879552672,2.0500000000000007,0.09613130128956626,1,-0.0503535382490562,short,0.385559294178415,itm,True,oos,0.39155324407094927,21.492816464203003,0.7070461411205838,21.50026518594414,0.7034202864028669,20.908496555987117,0.007448721741138087,-0.5843199082158854
GOOG260501C00285000,2026-04-02 19:58:48,285.0,18.05,16.9,18.35,-0.9900017,-5.1995883,24.0,146,0.40167834655761714,True,REGULAR,USD,call,GOOG,2026-05-01,2026-04-03,17.625,28,0.07671232876712329,294.4599914550781,0.9678734234544685,1.4500000000000028,0.08226950354609945,1,-0.032653961149655235,short,0.36883497497372847,itm,False,calibration,0.3815738364346005,18.00858118514512,0.6512685953019036,18.01095974904949,0.6484894798079817,17.503395655766454,0.0023785639043722995,-0.5051855293786645
GOOG260501C00290000,2026-04-02 19:21:53,290.0,14.91,14.25,15.6,-0.84000015,-5.333334,98.0,205,0.40344834838867194,True,REGULAR,USD,call,GOOG,2026-05-01,2026-04-03,14.925,28,0.07671232876712329,294.4599914550781,0.9848536589536697,1.3499999999999996,0.09045226130653264,1,-0.015262218437786003,short,0.37542997562530983,itm,False,calibration,0.37236172356515557,14.82770154498084,0.5898456697832699,14.818042014582916,0.5889544262950517,14.74092023216929,-0.009659530397923888,-0.0867813128115511
GOOG260501C00295000,2026-04-02 19:48:04,295.0,11.9,11.8,12.3,-1.25,-9.505704,112.0,2824,0.37933970275878903,False,REGULAR,USD,call,GOOG,2026-05-01,2026-04-03,12.05,28,0.07671232876712329,294.4599914550781,1.0018338944528709,0.5,0.04149377593360996,1,0.0018322149215140434,short,0.3660935424286779,atm,False,calibration,0.36396569790861394,11.980894605382787,0.5241056356078618,11.979332053262032,0.5261489524958274,11.8889190289579,-0.0015625521207542903,-0.09197557642488619
GOOG260501C00300000,2026-04-02 19:59:47,300.0,9.6,9.4,9.9,-0.7699995,-7.4252605,148.0,1116,0.3733583172607422,False,REGULAR,USD,call,GOOG,2026-05-01,2026-04-03,9.65,28,0.07671232876712329,294.4599914550781,1.018814129952072,0.5,0.05181347150259067,1,0.018639333237895322,short,0.3613810668543499,otm,False,calibration,0.3564145131061562,9.489366750423812,0.45595523706914554,9.500336550803866,0.45962677618738473,9.312721080019024,0.01096980038005313,-0.1766456704047883
GOOG260501C00305000,2026-04-02 19:47:39,305.0,7.15,7.25,7.6,-0.9999995,-12.269934,137.0,370,0.3606631317138671,False,REGULAR,USD,call,GOOG,2026-05-01,2026-04-03,7.425,28,0.07671232876712329,294.4599914550781,1.0357943654512733,0.34999999999999964,0.04713804713804709,1,0.03516863518910593,short,0.3517489134439787,otm,False,calibration,0.34971678990472627,7.361498420591005,0.3877185146549539,7.374004943815758,0.3866621466832223,7.199746282275083,0.01250652322475343,-0.16175213831592217
